docId,filename,top topics, and contribution to doc ...
1,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1890.txt,18,0.381,2,0.121,10,0.092,8,0.057
2,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1892.txt,4,0.233,7,0.147,11,0.140,2,0.100,17,0.096,13,0.053,23,0.053
3,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1893.txt,14,0.234,15,0.206,12,0.128,21,0.093,8,0.087,9,0.060
4,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1894.txt,25,0.246,16,0.146,6,0.136,22,0.087,5,0.081,9,0.075,3,0.074,20,0.054
5,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1896 (2).txt,21,0.274,10,0.147,9,0.134,20,0.115,23,0.083
6,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1896 (3).txt,12,0.304,24,0.257,8,0.121,9,0.093,22,0.087
7,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1896.txt,19,0.338,15,0.141,2,0.103,20,0.091,11,0.063,13,0.061
8,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1890-1897\1897.txt,12,0.263,1,0.175,9,0.089,15,0.078,13,0.061,8,0.056
