docId,filename,top topics, and contribution to doc ...
1,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1850-1857\1850.txt,17,0.110,4,0.106,22,0.097,21,0.090,6,0.079,25,0.073,15,0.061,10,0.054,24,0.053
2,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1850-1857\1852.txt,20,0.112,4,0.108,18,0.086,9,0.085,24,0.080,22,0.073,3,0.070,1,0.063,11,0.062,23,0.061
3,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1850-1857\1857 (2).txt,24,0.089,4,0.083,3,0.082,1,0.073,18,0.067,5,0.063,11,0.057,23,0.053,20,0.050
4,C:\Users\catha\Documents\GitHub\Final-Project-\Final Project\Topicmodelbydecade\topicmodel1850-1857\1857.txt,20,0.198,4,0.157,24,0.131,22,0.112,3,0.099,21,0.059,18,0.052
